CGPA,Internships,Projects,Coding_Skills_Score,Communication_Skills_Score,Placement_Status
-0.44662058605350885,-0.0007370097338140287,0.6682147024504732,0.5611372110435142,0.5906080686539671,0
0.6739048355172285,0.7362727240802959,1.2986059311773346,0.00014299852475974,1.471935951230769,1
0.8128847327663123,-0.7377467435479239,0.03782347372361172,0.011142885044735472,-0.13944711765965162,1
-0.7419528677078118,-1.4747564773620339,1.2986059311773346,0.5226376082235995,0.4064500036379193,0
-0.5942867268806603,-0.7377467435479239,-1.8533502124569727,-0.9568471287131152,0.28806267612760283,0
2.159252487366812,-0.7377467435479239,0.03782347372361172,-0.9953467315330294,1.2812008124641474,1
0.23090641303577486,-0.0007370097338140287,0.03782347372361172,-0.18685507231482495,0.30121682362874835,1
0.6391598612049583,-0.7377467435479239,0.6682147024504732,-0.4398524622742633,0.9523471249354901,1
-0.3250131759605608,-0.0007370097338140287,0.03782347372361172,0.4676381756237217,1.2088530012078431,1
0.5088662075339419,-1.4747564773620339,-0.5925677550032498,0.3961389132438806,-0.7576920502135277,0
-0.4813655603657798,0.7362727240802959,0.03782347372361172,1.0506321611824276,-0.6656130177055037,1
0.178788951567368,-0.7377467435479239,0.6682147024504732,0.2971399345641006,2.136220400038656,0
0.899747168546991,-0.7377467435479239,0.6682147024504732,1.6886255793410108,-0.4551466576871629,1
-1.011226418627912,0.7362727240802959,0.03782347372361172,-1.2263443484525167,-0.8037315664675398,0
-1.9580269686372953,1.4732824578944057,-1.8533502124569727,-0.6818499657137258,-0.7379608289618085,0
-0.5595417525683893,-0.0007370097338140287,0.03782347372361172,0.7921348279630015,1.2746237387135746,1
1.9334101543370512,-1.4747564773620339,1.9289971599041962,0.6656361329832825,-0.8168857139686859,1
-0.47267931678771224,0.7362727240802959,1.2986059311773346,-0.08235615037505707,-0.49460910019060184,1
-1.497656058999705,-0.7377467435479239,1.9289971599041962,0.027642714824698676,-0.6919213127077962,0
0.5001799639558744,-0.7377467435479239,-0.5925677550032498,-1.0943457102128098,0.8339597974251737,1
-0.42924809889737375,-1.4747564773620339,0.03782347372361172,-0.29135399425459285,1.5837462049905118,1
-2.3141629553380727,0.7362727240802959,0.6682147024504732,-0.29135399425459285,-1.862640440309816,0
0.2569651437699775,0.7362727240802959,-1.2229589837301111,-1.0503461641329073,-0.18548663391366385,0
-0.15997454797727345,1.4732824578944057,0.03782347372361172,0.22014072892427125,0.7089953961642835,0
-1.9319682379030918,-1.4747564773620339,0.03782347372361172,-1.5948405468716986,-1.3364745402639644,0
-1.376048648906757,-0.0007370097338140287,0.03782347372361172,0.797634771222989,-0.5077632476917483,0
-0.203405765867612,-0.0007370097338140287,0.6682147024504732,-0.32435365381451964,-0.4814549526894554,1
0.7694535148759746,-0.7377467435479239,-0.5925677550032498,-0.14285552623492243,-1.2904350240099525,1
-0.9504227135814376,-0.0007370097338140287,0.03782347372361172,-1.952336858770905,-1.8363321453075234,0
-0.6116592140367961,0.7362727240802959,-1.2229589837301111,0.5336374947435752,-1.0536603689893191,0
0.14404397725509702,0.7362727240802959,-0.5925677550032498,-0.16485529927487388,-1.3101662452616718,0
-0.5942867268806603,-0.0007370097338140287,0.6682147024504732,0.8196345442629404,0.4722207411436507,0
-0.7593253548639476,-1.4747564773620339,1.9289971599041962,0.7261355088431478,0.5774539211528207,1
